Handle,Title,Body (HTML),Vendor,Product Category,Product Type,Tags,Option1 Name,Option1 Value,Variant SKU,Variant Price,Image Src,Published,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,SEO Title,SEO Description,Status,Collection,Image Position
camisa-benfica-2023/24-away,Camisa Benfica 2023/24 Away,"
                        <h1 data-mce-style=""text-align: center;"" style=""text-align: center;"">
	<span>A camisa do seu time favorito&nbsp;agora disponível&nbsp;em nossa loja!</span>
</h1>

<p data-mce-style=""text-align: left;"" style=""text-align: left;""><span>Feitas com tecido de poliéster de alta qualidade e tecnologia respirável,&nbsp;nossas camisas&nbsp;são confortáveis, resistentes e mantém você fresco(a). Com design&nbsp;exclusivo&nbsp;e cores autênticas, é perfeita para torcedores e jogadores, seja nas arquibancadas ou até mesmo dentro das quadras. Adquira o seu manto agora mesmo e mostre seu orgulho pelo seu time com conforto e qualidade garantida.</span></p>
<span style=""color: #0c0c0c;""><strong>ESPECIFICAÇÕES</strong>:</span>
<br>
<br><span style=""color: #0c0c0c;""><strong>Material:</strong>&nbsp;100% Poliéster/Algodão</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo:</strong> Camisa Esportiva</span>
<br><span style=""color: #0c0c0c;""><strong>Manga:</strong> Curta</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo de estampa:</strong>&nbsp;Silk</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo de costura:</strong> Bordado</span>
<br><span style=""color: #0c0c0c;""><strong>Garantia:</strong> Contra defeitos de fabricação e personalização</span>

                      ",SpaceSports,Vestuário e acessórios,Camisas,"Futebol, Camisas, Camisa Benfica 2023/24 Away",Size,P,camisa-benfica-2023/24-away-P,"29,90",https://spacesportsfut.com.br/cdn/shop/files/Designsemnome_15_39392f2e-f390-4b47-96d8-35f8f827527e_1600x.png?v=1691627991,TRUE,shopify,100,deny,manual,TRUE,TRUE,Camisa Benfica 2023/24 Away,Get the latest 2024/25 season jersey now!,active,camisas masculinas,1
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/Designsemnome_17_becfb776-fe4f-4bad-b601-ca05b9fcec64_1600x.png?v=1691628125,,,,,,,,,,,,2
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/25000f55_1600x.jpg?v=1691628125,,,,,,,,,,,,3
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/22e9dc60_1600x.jpg?v=1691628125,,,,,,,,,,,,4
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/7a103e1d_1600x.jpg?v=1691628125,,,,,,,,,,,,5
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/51eb65e5_1600x.jpg?v=1691628125,,,,,,,,,,,,6
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/7014aa31_1600x.jpg?v=1691628125,,,,,,,,,,,,7
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/77121d29_1600x.jpg?v=1691628125,,,,,,,,,,,,8
camisa-benfica-2023/24-away,Camisa Benfica 2023/24 Away,"
                        <h1 data-mce-style=""text-align: center;"" style=""text-align: center;"">
	<span>A camisa do seu time favorito&nbsp;agora disponível&nbsp;em nossa loja!</span>
</h1>

<p data-mce-style=""text-align: left;"" style=""text-align: left;""><span>Feitas com tecido de poliéster de alta qualidade e tecnologia respirável,&nbsp;nossas camisas&nbsp;são confortáveis, resistentes e mantém você fresco(a). Com design&nbsp;exclusivo&nbsp;e cores autênticas, é perfeita para torcedores e jogadores, seja nas arquibancadas ou até mesmo dentro das quadras. Adquira o seu manto agora mesmo e mostre seu orgulho pelo seu time com conforto e qualidade garantida.</span></p>
<span style=""color: #0c0c0c;""><strong>ESPECIFICAÇÕES</strong>:</span>
<br>
<br><span style=""color: #0c0c0c;""><strong>Material:</strong>&nbsp;100% Poliéster/Algodão</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo:</strong> Camisa Esportiva</span>
<br><span style=""color: #0c0c0c;""><strong>Manga:</strong> Curta</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo de estampa:</strong>&nbsp;Silk</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo de costura:</strong> Bordado</span>
<br><span style=""color: #0c0c0c;""><strong>Garantia:</strong> Contra defeitos de fabricação e personalização</span>

                      ",SpaceSports,Vestuário e acessórios,Camisas,"Futebol, Camisas, Camisa Benfica 2023/24 Away",Size,M,camisa-benfica-2023/24-away-M,"29,90",https://spacesportsfut.com.br/cdn/shop/files/Designsemnome_15_39392f2e-f390-4b47-96d8-35f8f827527e_1600x.png?v=1691627991,TRUE,shopify,100,deny,manual,TRUE,TRUE,Camisa Benfica 2023/24 Away,Get the latest 2024/25 season jersey now!,active,camisas masculinas,1
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/Designsemnome_17_becfb776-fe4f-4bad-b601-ca05b9fcec64_1600x.png?v=1691628125,,,,,,,,,,,,2
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/25000f55_1600x.jpg?v=1691628125,,,,,,,,,,,,3
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/22e9dc60_1600x.jpg?v=1691628125,,,,,,,,,,,,4
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/7a103e1d_1600x.jpg?v=1691628125,,,,,,,,,,,,5
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/51eb65e5_1600x.jpg?v=1691628125,,,,,,,,,,,,6
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/7014aa31_1600x.jpg?v=1691628125,,,,,,,,,,,,7
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/77121d29_1600x.jpg?v=1691628125,,,,,,,,,,,,8
camisa-benfica-2023/24-away,Camisa Benfica 2023/24 Away,"
                        <h1 data-mce-style=""text-align: center;"" style=""text-align: center;"">
	<span>A camisa do seu time favorito&nbsp;agora disponível&nbsp;em nossa loja!</span>
</h1>

<p data-mce-style=""text-align: left;"" style=""text-align: left;""><span>Feitas com tecido de poliéster de alta qualidade e tecnologia respirável,&nbsp;nossas camisas&nbsp;são confortáveis, resistentes e mantém você fresco(a). Com design&nbsp;exclusivo&nbsp;e cores autênticas, é perfeita para torcedores e jogadores, seja nas arquibancadas ou até mesmo dentro das quadras. Adquira o seu manto agora mesmo e mostre seu orgulho pelo seu time com conforto e qualidade garantida.</span></p>
<span style=""color: #0c0c0c;""><strong>ESPECIFICAÇÕES</strong>:</span>
<br>
<br><span style=""color: #0c0c0c;""><strong>Material:</strong>&nbsp;100% Poliéster/Algodão</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo:</strong> Camisa Esportiva</span>
<br><span style=""color: #0c0c0c;""><strong>Manga:</strong> Curta</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo de estampa:</strong>&nbsp;Silk</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo de costura:</strong> Bordado</span>
<br><span style=""color: #0c0c0c;""><strong>Garantia:</strong> Contra defeitos de fabricação e personalização</span>

                      ",SpaceSports,Vestuário e acessórios,Camisas,"Futebol, Camisas, Camisa Benfica 2023/24 Away",Size,G,camisa-benfica-2023/24-away-G,"29,90",https://spacesportsfut.com.br/cdn/shop/files/Designsemnome_15_39392f2e-f390-4b47-96d8-35f8f827527e_1600x.png?v=1691627991,TRUE,shopify,100,deny,manual,TRUE,TRUE,Camisa Benfica 2023/24 Away,Get the latest 2024/25 season jersey now!,active,camisas masculinas,1
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/Designsemnome_17_becfb776-fe4f-4bad-b601-ca05b9fcec64_1600x.png?v=1691628125,,,,,,,,,,,,2
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/25000f55_1600x.jpg?v=1691628125,,,,,,,,,,,,3
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/22e9dc60_1600x.jpg?v=1691628125,,,,,,,,,,,,4
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/7a103e1d_1600x.jpg?v=1691628125,,,,,,,,,,,,5
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/51eb65e5_1600x.jpg?v=1691628125,,,,,,,,,,,,6
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/7014aa31_1600x.jpg?v=1691628125,,,,,,,,,,,,7
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/77121d29_1600x.jpg?v=1691628125,,,,,,,,,,,,8
camisa-benfica-2023/24-away,Camisa Benfica 2023/24 Away,"
                        <h1 data-mce-style=""text-align: center;"" style=""text-align: center;"">
	<span>A camisa do seu time favorito&nbsp;agora disponível&nbsp;em nossa loja!</span>
</h1>

<p data-mce-style=""text-align: left;"" style=""text-align: left;""><span>Feitas com tecido de poliéster de alta qualidade e tecnologia respirável,&nbsp;nossas camisas&nbsp;são confortáveis, resistentes e mantém você fresco(a). Com design&nbsp;exclusivo&nbsp;e cores autênticas, é perfeita para torcedores e jogadores, seja nas arquibancadas ou até mesmo dentro das quadras. Adquira o seu manto agora mesmo e mostre seu orgulho pelo seu time com conforto e qualidade garantida.</span></p>
<span style=""color: #0c0c0c;""><strong>ESPECIFICAÇÕES</strong>:</span>
<br>
<br><span style=""color: #0c0c0c;""><strong>Material:</strong>&nbsp;100% Poliéster/Algodão</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo:</strong> Camisa Esportiva</span>
<br><span style=""color: #0c0c0c;""><strong>Manga:</strong> Curta</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo de estampa:</strong>&nbsp;Silk</span>
<br><span style=""color: #0c0c0c;""><strong>Tipo de costura:</strong> Bordado</span>
<br><span style=""color: #0c0c0c;""><strong>Garantia:</strong> Contra defeitos de fabricação e personalização</span>

                      ",SpaceSports,Vestuário e acessórios,Camisas,"Futebol, Camisas, Camisa Benfica 2023/24 Away",Size,GG,camisa-benfica-2023/24-away-GG,"29,90",https://spacesportsfut.com.br/cdn/shop/files/Designsemnome_15_39392f2e-f390-4b47-96d8-35f8f827527e_1600x.png?v=1691627991,TRUE,shopify,100,deny,manual,TRUE,TRUE,Camisa Benfica 2023/24 Away,Get the latest 2024/25 season jersey now!,active,camisas masculinas,1
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/Designsemnome_17_becfb776-fe4f-4bad-b601-ca05b9fcec64_1600x.png?v=1691628125,,,,,,,,,,,,2
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/25000f55_1600x.jpg?v=1691628125,,,,,,,,,,,,3
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/22e9dc60_1600x.jpg?v=1691628125,,,,,,,,,,,,4
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/7a103e1d_1600x.jpg?v=1691628125,,,,,,,,,,,,5
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/51eb65e5_1600x.jpg?v=1691628125,,,,,,,,,,,,6
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/7014aa31_1600x.jpg?v=1691628125,,,,,,,,,,,,7
camisa-benfica-2023/24-away,,,,,,,,,,,https://spacesportsfut.com.br/cdn/shop/files/77121d29_1600x.jpg?v=1691628125,,,,,,,,,,,,8
